date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:58:52	212/212	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-bullet-new@2x-fbfd257402a243c3fdfa852aaa39da87150fe728a231bba97b0d6b9feb7108f8.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-bullet-new@2x-fbfd257402a243c3fdfa852aaa39da87150fe728a231bba97b0d6b9feb7108f8.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:54	326/326	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/gray/clojure-ea07d00cffa2a47b69f79208b6f824939afb6121579ddb87c8afd8ea70158e8e.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/gray/clojure-ea07d00cffa2a47b69f79208b6f824939afb6121579ddb87c8afd8ea70158e8e.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:56	311/311	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/gray/java-3908d606f6d2a59be4b9027ef1fdeedd26deb91f312b545dbdd302f4c5405858.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/gray/java-3908d606f6d2a59be4b9027ef1fdeedd26deb91f312b545dbdd302f4c5405858.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:58	714/714	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/gray/go-a860b70c57ea8b6f06ecd8dd416a12a9cada7ddd7ced83975655da573ee45b67.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/gray/go-a860b70c57ea8b6f06ecd8dd416a12a9cada7ddd7ced83975655da573ee45b67.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:59	457/457	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/gray/node-026793c2f88bab024d8e26e13d0547bc0e472fcbb1c29de052d7d3e8ef57261f.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/gray/node-026793c2f88bab024d8e26e13d0547bc0e472fcbb1c29de052d7d3e8ef57261f.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:00	413/413	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/gray/php-c3066141893bb93925330b4585d7338096c3dba18c8977076963a7cfd5daca65.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/gray/php-c3066141893bb93925330b4585d7338096c3dba18c8977076963a7cfd5daca65.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:02	348/348	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/gray/python-a18c0eb53f0e9ba89111a61099bd41f7bdcd7ab73b70f55dcb2348ea8a2102a3.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/gray/python-a18c0eb53f0e9ba89111a61099bd41f7bdcd7ab73b70f55dcb2348ea8a2102a3.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:04	518/518	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/gray/ruby-b81f5233bd582ba9e1e74ff111a22f892871e443b8aea7c0c103b571f78bae7c.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/gray/ruby-b81f5233bd582ba9e1e74ff111a22f892871e443b8aea7c0c103b571f78bae7c.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:05	243/243	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/gray/scala-45e1cc1dd94d56ffcadabef8efc70ff01bd9acc4f9d7de0cf214f98a174b25e6.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/gray/scala-45e1cc1dd94d56ffcadabef8efc70ff01bd9acc4f9d7de0cf214f98a174b25e6.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:07	309/309	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/white/clojure-836c714e3f3acea7182ab5d1cc6308b4a591b172aa5e64d243be692b3c4ea334.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/white/clojure-836c714e3f3acea7182ab5d1cc6308b4a591b172aa5e64d243be692b3c4ea334.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:09	300/300	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/white/java-98a6b75132df23dffeee7bb77d6440a468c05f9518d18693e309afbcb9766e4f.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/white/java-98a6b75132df23dffeee7bb77d6440a468c05f9518d18693e309afbcb9766e4f.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:10	636/636	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/white/go-ccc910cb4107ee4756e7ffbbcd6fb245cf36695fd5f8860612800b85649e9cfc.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/white/go-ccc910cb4107ee4756e7ffbbcd6fb245cf36695fd5f8860612800b85649e9cfc.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:13	442/442	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/white/node-d3a2aad7754046ac187fd717014fcb279d6a06dc861454e3d8e5a2f32c41244b.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/white/node-d3a2aad7754046ac187fd717014fcb279d6a06dc861454e3d8e5a2f32c41244b.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:14	335/335	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/white/php-c063aa749c8621197d733cc3d6cfdd28240d0bea6feefdccbee167a6d460d0b1.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/white/php-c063aa749c8621197d733cc3d6cfdd28240d0bea6feefdccbee167a6d460d0b1.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:17	340/340	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/white/python-051fe1935ce10f55f42832415d271e1f70c2994e6e033cfee5da35704fea83ce.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/white/python-051fe1935ce10f55f42832415d271e1f70c2994e6e033cfee5da35704fea83ce.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:18	503/503	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/white/ruby-7c5550fdc64dae298b5dba26a82d93b6670e9b0d49188c9416ca649464a0c4e6.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/white/ruby-7c5550fdc64dae298b5dba26a82d93b6670e9b0d49188c9416ca649464a0c4e6.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:22	232/232	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/white/scala-d9339d624f7e86daba4fd55e7f9364ef2ea7c69deb42805cc30607b2d54a8a3b.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/white/scala-d9339d624f7e86daba4fd55e7f9364ef2ea7c69deb42805cc30607b2d54a8a3b.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:23	363/363	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/purple/clojure-d75b5c01b2ee31af61adaa9361eda5b8480f2d40ec0ca6cb5717ae49b943a1e6.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/purple/clojure-d75b5c01b2ee31af61adaa9361eda5b8480f2d40ec0ca6cb5717ae49b943a1e6.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:24	327/327	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/purple/java-fe41a90c779884e771de6f98d1a4b827717cb6993413082892f5b5813c15bfc4.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/purple/java-fe41a90c779884e771de6f98d1a4b827717cb6993413082892f5b5813c15bfc4.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:26	688/688	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/purple/go-581fe4d42ab761c043e2101b06410f5403b05f1d49835a324c01d843d346637b.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/purple/go-581fe4d42ab761c043e2101b06410f5403b05f1d49835a324c01d843d346637b.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:28	477/477	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/purple/node-91d011d10948fcb79bfd1d939324a6d75cc11e283ec5c1600f575dbe8d0412e0.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/purple/node-91d011d10948fcb79bfd1d939324a6d75cc11e283ec5c1600f575dbe8d0412e0.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:30	531/531	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/purple/php-9cd195c8c12e3368dd53c33806627c7a9a2ebecd1856244a2cfd65e6fd2029e1.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/purple/php-9cd195c8c12e3368dd53c33806627c7a9a2ebecd1856244a2cfd65e6fd2029e1.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:32	350/350	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/purple/python-a45e5fa264da268038b61c5dbd731d84e189ff8692873311c45b8cf176fd26a5.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/purple/python-a45e5fa264da268038b61c5dbd731d84e189ff8692873311c45b8cf176fd26a5.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:33	563/563	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/purple/ruby-3935632d6efd7bd9a083fa8c739166820ad42a9cb302502743e4d8599e7df656.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/purple/ruby-3935632d6efd7bd9a083fa8c739166820ad42a9cb302502743e4d8599e7df656.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:34	256/256	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/lang-selector/purple/scala-6e5815b08f735893ea97775a1e226d2ba3761be8b5ffe8ab2186018c41df8c11.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/lang-selector/purple/scala-6e5815b08f735893ea97775a1e226d2ba3761be8b5ffe8ab2186018c41df8c11.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:35	693/693	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/logo-horizontal-30c94876b673967b26d0e4a698748b3a157e699845045b3b64fe69706c794bb9.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/logo-horizontal-30c94876b673967b26d0e4a698748b3a157e699845045b3b64fe69706c794bb9.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:36	1231/1231	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/logo-horizontal@2x-1dc719093957394192e73258c3ed79718b3e88b1d6353e90803a044effe9f91c.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/logo-horizontal@2x-1dc719093957394192e73258c3ed79718b3e88b1d6353e90803a044effe9f91c.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:40	44313/44313	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/header-illustration-1d4f01f48a07704bdf0b4d562c3685052530aeaff6ae7a6f91c604a4741cf0aa.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/header-illustration-1d4f01f48a07704bdf0b4d562c3685052530aeaff6ae7a6f91c604a4741cf0aa.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:59:46	97911/97911	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/header-illustration@2x-a95868017949b1829bc4f61df29ca4896a720f635888bf49cf6a4bf9830cdc0d.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/header-illustration@2x-a95868017949b1829bc4f61df29ca4896a720f635888bf49cf6a4bf9830cdc0d.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
